,Power,Var2,Var3,Eta
last_value,143.5216,0.06818682,26.96643,0.7802520394107216
MaxScala,260.0,0.08,40.0,100.0
Media,139.86305006297866,0.0694,27.1,0.760362412694974
Dev,4.016095272828539,0.015,0.5,0.021833414113918925
