,Power,Var2,Var3,Eta
last_value,31.7022,0.0138741,31.144,0.7334182758570913
MaxScala,248.0,0.08,50.0,100.0
Media,31.516074246039736,0.012,31.5,0.729112327703268
Dev,1.2760313297918258,0.015,0.9,0.029520496931933815
